millis,time,data,min,max
824856,23.282,1757,,
824864,23.29,1756,,
824875,23.301,1758,,
824886,23.312,1762,,
824894,23.32,1758,,
824905,23.331,1754,,
824916,23.342,1750,,
824924,23.35,1747,,
824935,23.361,1755,,
824945,23.371,1760,,
824956,23.382,1766,,
824964,23.39,1761,,
824975,23.401,1754,,
824986,23.412,1759,,
824994,23.42,1759,,
825005,23.431,1759,,
825016,23.442,1762,,
825024,23.45,1764,,
825035,23.461,1760,,
825046,23.472,1752,,
825054,23.48,1750,,
825065,23.491,1755,,
825076,23.502,1759,,
825084,23.51,1764,,
825095,23.521,1763,,
825106,23.532,1763,,
825114,23.54,1760,,
825125,23.551,1756,,
825136,23.562,1753,,
825144,23.57,1753,,
825155,23.581,1757,,
825166,23.592,1754,,
825174,23.6,1755,,
825185,23.611,1758,,
825196,23.622,1758,,
825204,23.63,1757,,
825215,23.641,1753,,
825226,23.652,1750,,
825234,23.66,1754,,
825245,23.671,1757,,
825256,23.682,1759,,
825266,23.692,1744,,
825274,23.7,1732,,
825285,23.711,1739,,
825296,23.722,1751,,
825304,23.73,1752,,
825315,23.741,1754,,
825325,23.751,1754,,
825336,23.762,1750,,
825344,23.77,1754,,
825355,23.781,1757,,
825366,23.792,1749,,
825374,23.8,1747,,
825385,23.811,1749,,
825396,23.822,1746,,
825404,23.83,1748,,
825415,23.841,1752,,
825426,23.852,1750,,
825434,23.86,1752,,
825445,23.871,1753,,
825456,23.882,1751,,
825464,23.89,1750,,
825475,23.901,1750,,
825486,23.912,1747,,
825494,23.92,1750,,
825505,23.931,1754,,
825516,23.942,1756,,
825524,23.95,1750,,
825535,23.961,1744,,
825546,23.972,1747,,
825554,23.98,1748,,
825565,23.991,1751,,
825575,24.001,1752,,
825586,24.012,1752,,
825594,24.02,1751,,
825605,24.031,1748,,
825616,24.042,1750,,
825624,24.05,1753,,
825635,24.061,1754,,
825646,24.072,1750,,
825654,24.08,1750,,
825665,24.091,1752,,
825676,24.102,1749,,
825684,24.11,1752,,
825695,24.121,1757,,
825706,24.132,1753,,
825714,24.14,1752,,
825725,24.151,1750,,
825736,24.162,1753,,
825744,24.17,1749,,
825755,24.181,1747,,
825766,24.192,1750,,
825774,24.2,1750,,
825785,24.211,1751,,
825796,24.222,1752,,
825804,24.23,1749,,
825815,24.241,1747,,
825826,24.252,1744,,
825834,24.26,1741,,
825845,24.271,1748,,
825856,24.282,1751,,
825864,24.29,1751,,
825875,24.301,1749,,
825886,24.312,1750,,
825894,24.32,1747,,
825905,24.331,1749,,
825916,24.342,1747,,
825924,24.35,1747,,
825935,24.361,1752,,
825946,24.372,1751,,
825954,24.38,1751,,
825965,24.391,1752,,
825976,24.402,1749,,
825984,24.41,1747,,
825995,24.421,1750,,
826006,24.432,1748,,
826014,24.44,1750,,
826025,24.451,1754,,
826036,24.462,1751,,
826044,24.47,1745,,
826055,24.481,1746,,
826066,24.492,1750,,
826074,24.5,1751,,
826085,24.511,1754,,
826096,24.522,1752,,
826104,24.53,1750,,
826115,24.541,1752,,
826126,24.552,1753,,
826134,24.56,1750,,
826144,24.57,1750,,
826155,24.581,1750,,
826166,24.592,1748,,
826174,24.6,1745,,
826185,24.611,1748,,
826196,24.622,1751,,
826204,24.63,1751,,
826215,24.641,1753,,
826226,24.652,1754,,
826234,24.66,1758,,
826245,24.671,1757,,
826256,24.682,1755,,
826264,24.69,1751,,
826275,24.701,1751,,
826286,24.712,1755,,
826294,24.72,1754,,
826305,24.731,1755,,
826315,24.741,1763,,
826326,24.752,1760,,
826334,24.76,1757,,
826345,24.771,1756,,
826356,24.782,1754,,
826364,24.79,1754,,
826375,24.801,1753,,
826386,24.812,1750,,
826394,24.82,1746,,
826405,24.831,1752,,
826416,24.842,1754,,
826424,24.85,1752,,
826435,24.861,1754,,
826446,24.872,1759,,
826454,24.88,1763,,
826465,24.891,1759,,
826476,24.902,1749,,
826484,24.91,1746,,
826495,24.921,1752,,
826506,24.932,1756,,
826514,24.94,1761,,
826525,24.951,1760,,
826535,24.961,1754,,
826546,24.972,1758,,
826554,24.98,1759,,
826565,24.991,1756,,
826576,25.002,1757,,
826584,25.01,1751,,
826595,25.021,1741,,
826606,25.032,1729,,
826614,25.04,1713,,
826625,25.051,1684,,
826636,25.062,1654,,
826644,25.07,1640,,
826655,25.081,1607,,
826666,25.092,1578,,
826674,25.1,1567,,
826685,25.111,1550,,
826696,25.122,1537,,
826704,25.13,1535,,
826715,25.141,1533,,
826726,25.152,1529,,
826734,25.16,1532,,
826745,25.171,1536,,
826756,25.182,1539,,
826764,25.19,1538,,
826774,25.2,1538,,
826785,25.211,1532,,
826796,25.222,1534,,
826804,25.23,1538,,
826815,25.241,1534,,
826826,25.252,1531,,
826834,25.26,1533,,
826845,25.271,1539,,
826856,25.282,1540,,
826864,25.29,1534,,
826875,25.301,1537,,
826886,25.312,1547,,
826894,25.32,1548,,
826905,25.331,1549,,
826916,25.342,1553,,
826924,25.35,1559,,
826935,25.361,1557,,
826946,25.372,1559,,
826954,25.38,1555,,
826965,25.391,1552,,
826976,25.402,1557,,
826984,25.41,1559,,
826995,25.421,1562,,
827006,25.432,1561,,
827014,25.44,1565,,
827025,25.451,1567,,
827036,25.462,1560,,
827044,25.47,1567,,
827055,25.481,1574,,
827066,25.492,1568,,
827074,25.5,1574,,
827085,25.511,1575,,
827096,25.522,1574,,
827104,25.53,1576,,
827115,25.541,1573,,
827125,25.551,1557,,
827136,25.562,1563,,
827144,25.57,1571,,
827155,25.581,1573,,
827166,25.592,1575,,
827174,25.6,1583,,
827185,25.611,1582,,
827196,25.622,1576,,
827204,25.63,1575,,
827215,25.641,1576,,
827226,25.652,1581,,
827234,25.66,1583,,
827244,25.67,1580,,
827255,25.681,1575,,
827266,25.692,1578,,
827274,25.7,1581,,
827285,25.711,1580,,
827296,25.722,1583,,
827304,25.73,1589,,
827315,25.741,1589,,
827326,25.752,1583,,
827334,25.76,1582,,
827345,25.771,1583,,
827356,25.782,1587,,
827364,25.79,1589,,
827375,25.801,1587,,
827386,25.812,1587,,
827394,25.82,1586,,
827405,25.831,1585,,
827416,25.842,1588,,
827424,25.85,1593,,
827435,25.861,1593,,
827446,25.872,1587,,
827454,25.88,1585,,
827465,25.891,1588,,
827476,25.902,1587,,
827484,25.91,1586,,
827495,25.921,1590,,
827506,25.932,1590,,
827514,25.94,1592,,
827525,25.951,1592,,
827536,25.962,1593,,
827544,25.97,1594,,
827555,25.981,1593,,
827566,25.992,1589,,
827574,26,1590,,
827585,26.011,1593,,
827596,26.022,1598,,
827604,26.03,1599,,
827615,26.041,1594,,
827626,26.052,1592,,
827634,26.06,1593,,
827645,26.071,1597,,
827656,26.082,1597,,
827664,26.09,1600,,
827675,26.101,1600,,
827686,26.112,1599,,
827694,26.12,1604,,
827705,26.131,1602,,
827716,26.142,1596,,
827724,26.15,1595,,
827735,26.161,1597,,
827746,26.172,1602,,
827754,26.18,1602,,
827765,26.191,1600,,
827776,26.202,1601,,
827786,26.212,1594,,
827794,26.22,1597,,
827805,26.231,1599,,
827816,26.242,1599,,
827824,26.25,1595,,
827835,26.261,1595,,
827846,26.272,1599,,
827854,26.28,1599,,
827865,26.291,1600,,
827876,26.302,1604,,
827884,26.31,1605,,
827895,26.321,1604,,
827906,26.332,1603,,
827914,26.34,1603,,
827925,26.351,1601,,
827936,26.362,1603,,
827944,26.37,1608,,
827955,26.381,1608,,
827966,26.392,1601,,
827974,26.4,1600,,
827985,26.411,1600,,
827995,26.421,1594,,
828006,26.432,1599,,
828014,26.44,1601,,
828024,26.45,1602,,
828035,26.461,1601,,
828046,26.472,1601,,
828054,26.48,1609,,
828065,26.491,1608,,
828076,26.502,1606,,
828084,26.51,1603,,
828095,26.521,1603,,
828106,26.532,1605,,
828114,26.54,1604,,
828125,26.551,1605,,
828136,26.562,1609,,
828144,26.57,1610,,
828155,26.581,1607,,
828165,26.591,1595,,
828176,26.602,1600,,
828186,26.612,1619,,
828194,26.62,1618,,
828204,26.63,1616,,
828215,26.641,1613,,
828226,26.652,1615,,
828234,26.66,1611,,
828245,26.671,1607,,
828256,26.682,1603,,
828264,26.69,1604,,
828275,26.701,1608,,
828286,26.712,1609,,
828294,26.72,1603,,
828305,26.731,1603,,
828316,26.742,1612,,
828326,26.752,1611,,
828334,26.76,1607,,
828345,26.771,1607,,
828356,26.782,1613,,
828364,26.79,1610,,
828375,26.801,1607,,
828386,26.812,1606,,
828394,26.82,1606,,
828405,26.831,1609,,
828416,26.842,1609,,
828424,26.85,1612,,
828435,26.861,1613,,
828446,26.872,1611,,
828454,26.88,1611,,
828465,26.891,1610,,
828476,26.902,1611,,
828484,26.91,1614,,
828495,26.921,1614,,
828506,26.932,1615,,
828514,26.94,1610,,
828525,26.951,1604,,
828536,26.962,1609,,
828544,26.97,1610,,
828555,26.981,1612,,
828566,26.992,1612,,
828574,27,1610,,
828585,27.011,1611,,
828596,27.022,1612,,
828604,27.03,1618,,
828615,27.041,1618,,
828626,27.052,1612,,
828634,27.06,1612,,
828645,27.071,1613,,
828656,27.082,1618,,
828664,27.09,1618,,
828675,27.101,1615,,
828686,27.112,1609,,
828694,27.12,1605,,
828705,27.131,1610,,
828716,27.142,1615,,
828726,27.152,1623,,
828734,27.16,1618,,
828745,27.171,1614,,
828756,27.182,1614,,
828764,27.19,1613,,
828775,27.201,1614,,
828786,27.212,1617,,
828794,27.22,1618,,
828805,27.231,1616,,
828816,27.242,1609,,
828824,27.25,1606,,
828835,27.261,1611,,
828846,27.272,1614,,
828854,27.28,1614,,
828865,27.291,1615,,
828876,27.302,1618,,
828884,27.31,1616,,
828895,27.321,1614,,
828906,27.332,1621,,
828914,27.34,1621,,
828925,27.351,1617,,
828936,27.362,1616,,
828944,27.37,1618,,
828955,27.381,1618,,
828966,27.392,1620,,
828974,27.4,1619,,
828985,27.411,1617,,
828996,27.422,1615,,
829004,27.43,1618,,
829015,27.441,1621,,
829026,27.452,1617,,
829034,27.46,1617,,
829045,27.471,1617,,
829056,27.482,1615,,
829064,27.49,1616,,
829075,27.501,1618,,
829086,27.512,1618,,
829094,27.52,1617,,
829105,27.531,1616,,
829116,27.542,1620,,
829124,27.55,1616,,
829135,27.561,1614,,
829146,27.572,1617,,
829154,27.58,1621,,
829165,27.591,1622,,
829176,27.602,1619,,
829184,27.61,1620,,
829195,27.621,1619,,
829206,27.632,1620,,
829214,27.64,1616,,
829225,27.651,1616,,
829236,27.662,1620,,
829246,27.672,1630,,
829254,27.68,1635,,
829265,27.691,1631,,
829276,27.702,1620,,
829284,27.71,1620,,
829295,27.721,1621,,
829306,27.732,1623,,
829314,27.74,1623,,
829325,27.751,1620,,
829336,27.762,1620,,
829344,27.77,1618,,
829355,27.781,1618,,
829366,27.792,1621,,
829374,27.8,1619,,
829385,27.811,1617,,
829396,27.822,1620,,
829404,27.83,1619,,
829415,27.841,1618,,
829425,27.851,1615,,
829436,27.862,1611,,
829444,27.87,1614,,
829455,27.881,1621,,
829466,27.892,1621,,
829474,27.9,1620,,
829485,27.911,1619,,
829496,27.922,1621,,
829504,27.93,1620,,
829515,27.941,1621,,
829526,27.952,1626,,
829534,27.96,1624,,
829545,27.971,1620,,
829556,27.982,1618,,
829564,27.99,1618,,
829575,28.001,1622,,
829586,28.012,1622,,
829594,28.02,1623,,
829605,28.031,1623,,
829616,28.042,1624,,
829624,28.05,1624,,
829635,28.061,1623,,
829646,28.072,1620,,
829654,28.08,1623,,
829665,28.091,1626,,
829676,28.102,1620,,
829684,28.11,1620,,
829695,28.121,1622,,
829706,28.132,1620,,
829714,28.14,1621,,
829725,28.151,1624,,
829736,28.162,1623,,
829744,28.17,1622,,
829754,28.18,1622,,
829765,28.191,1630,,
829776,28.202,1627,,
829784,28.21,1621,,
829795,28.221,1624,,
829806,28.232,1620,,
829814,28.24,1614,,
829825,28.251,1611,,
829836,28.262,1606,,
829844,28.27,1601,,
829855,28.281,1588,,
829866,28.292,1570,,
829874,28.3,1560,,
829885,28.311,1543,,
829896,28.322,1526,,
829904,28.33,1514,,
829915,28.341,1496,,
829926,28.352,1485,,
829934,28.36,1485,,
829945,28.371,1479,,
829956,28.382,1475,,
829964,28.39,1475,,
829975,28.401,1470,,
829986,28.412,1464,,
829994,28.42,1463,,
830005,28.431,1461,,
830016,28.442,1463,,
830024,28.45,1463,,
830035,28.461,1466,,
830046,28.472,1472,,
830054,28.48,1473,,
830065,28.491,1473,,
830076,28.502,1468,,
830084,28.51,1468,,
830095,28.521,1469,,
830106,28.532,1464,,
830114,28.54,1463,,
830125,28.551,1461,,
830136,28.562,1463,,
830144,28.57,1462,,
830155,28.581,1464,,
830166,28.592,1465,,
830174,28.6,1470,,
830185,28.611,1476,,
830196,28.622,1472,,
830204,28.63,1466,,
830215,28.641,1470,,
830226,28.652,1477,,
830234,28.66,1478,,
830245,28.671,1480,,
830256,28.682,1482,,
830264,28.69,1485,,
830275,28.701,1485,,
830286,28.712,1487,,
830294,28.72,1485,,
830305,28.731,1485,,
830316,28.742,1488,,
830324,28.75,1488,,
830335,28.761,1492,,
830346,28.772,1494,,
830354,28.78,1495,,
830365,28.791,1493,,
830376,28.802,1494,,
830384,28.81,1496,,
830395,28.821,1496,,
830406,28.832,1494,,
830414,28.84,1498,,
830425,28.851,1499,,
830436,28.862,1500,,
830444,28.87,1499,,
830455,28.881,1496,,
830466,28.892,1495,,
830474,28.9,1495,,
830485,28.911,1500,,
830496,28.922,1500,,
830506,28.932,1490,,
830514,28.94,1490,,
830525,28.951,1495,,
830536,28.962,1502,,
830544,28.97,1508,,
830555,28.981,1509,,
830566,28.992,1502,,
830574,29,1501,,
830585,29.011,1503,,
830596,29.022,1501,,
830604,29.03,1501,,
830615,29.041,1505,,
830626,29.052,1504,,
830634,29.06,1499,,
830645,29.071,1502,,
830656,29.082,1508,,
830664,29.09,1507,,
830675,29.101,1507,,
830686,29.112,1507,,
830694,29.12,1508,,
830705,29.131,1511,,
830716,29.142,1514,,
830724,29.15,1509,,
830735,29.161,1506,,
830746,29.172,1511,,
830754,29.18,1511,,
830765,29.191,1512,,
830776,29.202,1511,,
830784,29.21,1511,,
830795,29.221,1512,,
830806,29.232,1516,,
830814,29.24,1513,,
830825,29.251,1512,,
830836,29.262,1514,,
830844,29.27,1512,,
830855,29.281,1513,,
830866,29.292,1517,,
830874,29.3,1518,,
830885,29.311,1517,,
830896,29.322,1510,,
830904,29.33,1508,,
830915,29.341,1513,,
830926,29.352,1516,,
830934,29.36,1522,,
830945,29.371,1521,,
830956,29.382,1515,,
830964,29.39,1514,,
830975,29.401,1517,,
830986,29.412,1515,,
830996,29.422,1515,,
831004,29.43,1520,,
831015,29.441,1520,,
831026,29.452,1521,,
831034,29.46,1525,,
831045,29.471,1524,,
831056,29.482,1520,,
831064,29.49,1518,,
831075,29.501,1518,,
831086,29.512,1522,,
831094,29.52,1520,,
831105,29.531,1518,,
831116,29.542,1518,,
831124,29.55,1518,,
831135,29.561,1523,,
831146,29.572,1521,,
831154,29.58,1522,,
831165,29.591,1524,,
831176,29.602,1525,,
831184,29.61,1524,,
831195,29.621,1523,,
831206,29.632,1521,,
831214,29.64,1524,,
831225,29.651,1527,,
831236,29.662,1530,,
831244,29.67,1525,,
831255,29.681,1519,,
831266,29.692,1524,,
831274,29.7,1524,,
831285,29.711,1527,,
831296,29.722,1527,,
831304,29.73,1526,,
831315,29.741,1525,,
831326,29.752,1529,,
831334,29.76,1525,,
831345,29.771,1522,,
831356,29.782,1525,,
831364,29.79,1524,,
831375,29.801,1526,,
831386,29.812,1530,,
831394,29.82,1531,,
831404,29.83,1527,,
831415,29.841,1522,,
831426,29.852,1522,,
831434,29.86,1528,,
831445,29.871,1528,,
831456,29.882,1527,,
831464,29.89,1524,,
831475,29.901,1525,,
831486,29.912,1528,,
831494,29.92,1529,,
831505,29.931,1530,,
831516,29.942,1533,,
831524,29.95,1534,,
831535,29.961,1530,,
831546,29.972,1525,,
831554,29.98,1523,,
831565,29.991,1529,,
831576,30.002,1533,,
831584,30.01,1538,,
831595,30.021,1537,,
831606,30.032,1530,,
831614,30.04,1528,,
831625,30.051,1529,,
831636,30.062,1529,,
831644,30.07,1530,,
831655,30.081,1534,,
831666,30.092,1533,,
831674,30.1,1534,,
831685,30.111,1534,,
831696,30.122,1534,,
831704,30.13,1533,,
831715,30.141,1532,,
831726,30.152,1530,,
831734,30.16,1534,,
831745,30.171,1537,,
831756,30.182,1540,,
831764,30.19,1541,,
831775,30.201,1535,,
831786,30.212,1533,,
831796,30.222,1540,,
831804,30.23,1545,,
831815,30.241,1542,,
831826,30.252,1533,,
831834,30.26,1531,,
831845,30.271,1534,,
831856,30.282,1533,,
831864,30.29,1536,,
831875,30.301,1540,,
831886,30.312,1542,,
831894,30.32,1543,,
831905,30.331,1538,,
831916,30.342,1535,,
831924,30.35,1535,,
831935,30.361,1537,,
831946,30.372,1538,,
831954,30.38,1538,,
831965,30.391,1537,,
831976,30.402,1540,,
831984,30.41,1537,,
831995,30.421,1535,,
832006,30.432,1537,,
832014,30.44,1536,,
832025,30.451,1537,,
832036,30.462,1541,,
832044,30.47,1542,,
832055,30.481,1540,,
832066,30.492,1532,,
832074,30.5,1529,,
832085,30.511,1535,,
832096,30.522,1540,,
832104,30.53,1545,,
832115,30.541,1545,,
832126,30.552,1540,,
832134,30.56,1538,,
832145,30.571,1538,,
832155,30.581,1531,,
832166,30.592,1527,,
832174,30.6,1532,,
832185,30.611,1540,,
832196,30.622,1533,,
832204,30.63,1531,,
832215,30.641,1538,,
832226,30.652,1544,,
832234,30.66,1548,,
832245,30.671,1545,,
832256,30.682,1545,,
832264,30.69,1545,,
832275,30.701,1543,,
832286,30.712,1540,,
832294,30.72,1539,,
832305,30.731,1542,,
832316,30.742,1541,,
832324,30.75,1535,,
832335,30.761,1536,,
832346,30.772,1545,,
832354,30.78,1543,,
832364,30.79,1542,,
832375,30.801,1546,,
832385,30.811,1545,,
832396,30.822,1545,,
832404,30.83,1546,,
832415,30.841,1543,,
832426,30.852,1545,,
832434,30.86,1546,,
832445,30.871,1546,,
832456,30.882,1545,,
832464,30.89,1548,,
832475,30.901,1547,,
832486,30.912,1544,,
832494,30.92,1549,,
832505,30.931,1550,,
832516,30.942,1546,,
832524,30.95,1544,,
832535,30.961,1543,,
832546,30.972,1542,,
832554,30.98,1542,,
832565,30.991,1545,,
832576,31.002,1544,,
832584,31.01,1545,,
832595,31.021,1547,,
832606,31.032,1547,,
832614,31.04,1546,,
832625,31.051,1545,,
832636,31.062,1544,,
832644,31.07,1545,,
832655,31.081,1546,,
832666,31.092,1549,,
832674,31.1,1545,,
832685,31.111,1541,,
832696,31.122,1545,,
832704,31.13,1545,,
832715,31.141,1548,,
832726,31.152,1547,,
832734,31.16,1546,,
832745,31.171,1546,,
832755,31.181,1549,,
832766,31.192,1549,,
832774,31.2,1550,,
832785,31.211,1549,,
832796,31.222,1545,,
832804,31.23,1545,,
832815,31.241,1547,,
832826,31.252,1547,,
832834,31.26,1548,,
832845,31.271,1548,,
832856,31.282,1547,,
832864,31.29,1546,,
832875,31.301,1546,,
832886,31.312,1549,,
832894,31.32,1553,,
832905,31.331,1550,,
832916,31.342,1547,,
832924,31.35,1546,,
832935,31.361,1546,,
832946,31.372,1550,,
832954,31.38,1552,,
832965,31.391,1549,,
832976,31.402,1549,,
832984,31.41,1547,,
832995,31.421,1546,,
833006,31.432,1550,,
833014,31.44,1554,,
833025,31.451,1553,,
833036,31.462,1547,,
833044,31.47,1545,,
833055,31.481,1547,,
833066,31.492,1546,,
833074,31.5,1545,,
833084,31.51,1549,,
833095,31.521,1548,,
833106,31.532,1542,,
833114,31.54,1546,,
833125,31.551,1552,,
833136,31.562,1550,,
833144,31.57,1555,,
833155,31.581,1554,,
833166,31.592,1548,,
833174,31.6,1545,,
833185,31.611,1546,,
833196,31.622,1546,,
833204,31.63,1546,,
833215,31.641,1550,,
833226,31.652,1549,,
833234,31.66,1549,,
833245,31.671,1552,,
833256,31.682,1551,,
833264,31.69,1550,,
833274,31.7,1549,,
833285,31.711,1545,,
833296,31.722,1543,,
833304,31.73,1546,,
833315,31.741,1548,,
833326,31.752,1547,,
833334,31.76,1547,,
833345,31.771,1550,,
833355,31.781,1548,,
833366,31.792,1556,,
833374,31.8,1554,,
833385,31.811,1548,,
833396,31.822,1552,,
833404,31.83,1556,,
833414,31.84,1555,,
833424,31.85,1554,,
833435,31.861,1557,,
833446,31.872,1558,,
833456,31.882,1557,,
833464,31.89,1557,,
833474,31.9,1557,,
833485,31.911,1551,,
833496,31.922,1546,,
833504,31.93,1545,,
833515,31.941,1551,,
833526,31.952,1553,,
833534,31.96,1557,,
833545,31.971,1556,,
833556,31.982,1551,,
833564,31.99,1548,,
833575,32.001,1550,,
833586,32.012,1548,,
833594,32.02,1547,,
833605,32.031,1551,,
833616,32.042,1556,,
833624,32.05,1557,,
833635,32.061,1554,,
833646,32.072,1554,,
833654,32.08,1553,,
833665,32.091,1550,,
833676,32.102,1548,,
833684,32.11,1551,,
833695,32.121,1555,,
833706,32.132,1550,,
833714,32.14,1550,,
833725,32.151,1550,,
833736,32.162,1545,,
833744,32.17,1545,,
833755,32.181,1546,,
833766,32.192,1542,,
833776,32.202,1538,,
833784,32.21,1542,,
833795,32.221,1541,,
833806,32.232,1534,,
833814,32.24,1536,,
833825,32.251,1536,,
833836,32.262,1535,,
833844,32.27,1536,,
833855,32.281,1529,,
833866,32.292,1521,,
833874,32.3,1521,,
833885,32.311,1521,,
833896,32.322,1519,,
833904,32.33,1516,,
833915,32.341,1512,,
833926,32.352,1508,,
833936,32.362,1499,,
833944,32.37,1500,,
833955,32.381,1499,,
833966,32.392,1492,,
833974,32.4,1490,,
833985,32.411,1488,,
833996,32.422,1480,,
834004,32.43,1479,,
834015,32.441,1478,,
834026,32.452,1473,,
834034,32.46,1469,,
834045,32.471,1464,,
834056,32.482,1463,,
834064,32.49,1456,,
834075,32.501,1451,,
834086,32.512,1449,,
834094,32.52,1446,,
834105,32.531,1443,,
834116,32.542,1441,,
834124,32.55,1440,,
834135,32.561,1431,,
834146,32.572,1418,,
834154,32.58,1414,,
834165,32.591,1416,,
834176,32.602,1415,,
834186,32.612,1420,,
834194,32.62,1415,,
834205,32.631,1406,,
834216,32.642,1400,,
834226,32.652,1395,,
834236,32.662,1411,,
834244,32.67,1404,,
834255,32.681,1394,,
834266,32.692,1388,,
834274,32.7,1389,,
834285,32.711,1391,,
834296,32.722,1386,,
834304,32.73,1386,,
834315,32.741,1390,,
834326,32.752,1387,,
834334,32.76,1390,,
834345,32.771,1389,,
834356,32.782,1387,,
834364,32.79,1387,,
834374,32.8,1382,,
834385,32.811,1386,,
834396,32.822,1386,,
834404,32.83,1384,,
834415,32.841,1384,,
834426,32.852,1385,,
834434,32.86,1384,,
834445,32.871,1385,,
834456,32.882,1389,,
834464,32.89,1393,,
834475,32.901,1392,,
834486,32.912,1388,,
834494,32.92,1390,,
834505,32.931,1392,,
834516,32.942,1392,,
834524,32.95,1393,,
834535,32.961,1396,,
834546,32.972,1396,,
834554,32.98,1397,,
834565,32.991,1397,,
834576,33.002,1401,,
834584,33.01,1398,,
834595,33.021,1398,,
834606,33.032,1403,,
834614,33.04,1401,,
834625,33.051,1402,,
834636,33.062,1408,,
834644,33.07,1409,,
834655,33.081,1408,,
834666,33.092,1406,,
834674,33.1,1404,,
834685,33.111,1405,,
834696,33.122,1411,,
834704,33.13,1415,,
834715,33.141,1411,,
834726,33.152,1407,,
834734,33.16,1407,,
834745,33.171,1408,,
834756,33.182,1408,,
834764,33.19,1407,,
834775,33.201,1410,,
834786,33.212,1411,,
834794,33.22,1413,,
834805,33.231,1413,,
834816,33.242,1413,,
834824,33.25,1414,,
834835,33.261,1412,,
834846,33.272,1410,,
834854,33.28,1413,,
834865,33.291,1418,,
834876,33.302,1420,,
834884,33.31,1416,,
834895,33.321,1411,,
834906,33.332,1413,,
834914,33.34,1412,,
834925,33.351,1414,,
834936,33.362,1414,,
834944,33.37,1415,,
834955,33.381,1415,,
834966,33.392,1413,,
834974,33.4,1418,,
834985,33.411,1423,,
834996,33.422,1415,,
835004,33.43,1414,,
835015,33.441,1415,,
835025,33.451,1422,,
835035,33.461,1422,,
835046,33.472,1413,,
835054,33.48,1415,,
835065,33.491,1417,,
835076,33.502,1416,,
835084,33.51,1415,,
835095,33.521,1414,,
835106,33.532,1416,,
835114,33.54,1418,,
835125,33.551,1415,,
835136,33.562,1415,,
835144,33.57,1409,,
835155,33.581,1403,,
835166,33.592,1408,,
835174,33.6,1408,,
835185,33.611,1411,,
835196,33.622,1412,,
835204,33.63,1416,,
835215,33.641,1417,,
835226,33.652,1411,,
835234,33.66,1416,,
835245,33.671,1420,,
835256,33.682,1414,,
835264,33.69,1414,,
835275,33.701,1415,,
835286,33.712,1419,,
835294,33.72,1421,,
835305,33.731,1418,,
835316,33.742,1417,,
835324,33.75,1416,,
835335,33.761,1417,,
835346,33.772,1419,,
835354,33.78,1423,,
835365,33.791,1424,,
835376,33.802,1420,,
835384,33.81,1418,,
835395,33.821,1418,,
835406,33.832,1416,,
835414,33.84,1416,,
835425,33.851,1420,,
835436,33.862,1425,,
835444,33.87,1426,,
835455,33.881,1422,,
835466,33.892,1420,,
835474,33.9,1420,,
835484,33.91,1418,,
835495,33.921,1422,,
835506,33.932,1419,,
835514,33.94,1413,,
835525,33.951,1409,,
835536,33.962,1402,,
835544,33.97,1397,,
835555,33.981,1390,,
835566,33.992,1375,,
835574,34,1368,,
835585,34.011,1353,,
835596,34.022,1332,,
835604,34.03,1320,,
835615,34.041,1298,,
835626,34.052,1277,,
835634,34.06,1269,,
835645,34.071,1245,,
835656,34.082,1224,,
835664,34.09,1209,,
835675,34.101,1188,,
835686,34.112,1175,,
835694,34.12,1169,,
835705,34.131,1159,,
835716,34.142,1149,,
835724,34.15,1146,,
835735,34.161,1141,,
835746,34.172,1132,,
835754,34.18,1128,,
835765,34.191,1134,,
835775,34.201,1138,,
835786,34.212,1141,,
835794,34.22,1139,,
835805,34.231,1150,,
835816,34.242,1164,,
835824,34.25,1169,,
835835,34.261,1179,,
835846,34.272,1188,,
835854,34.28,1197,,
835865,34.291,1207,,
835876,34.302,1213,,
835884,34.31,1217,,
835895,34.321,1237,,
835906,34.332,1257,,
835914,34.34,1263,,
835925,34.351,1280,,
835936,34.362,1301,,
835944,34.37,1311,,
835955,34.381,1326,,
835966,34.392,1345,,
835976,34.402,1357,,
835984,34.41,1364,,
835995,34.421,1382,,
836006,34.432,1406,,
836014,34.44,1412,,
836025,34.451,1429,,
836036,34.462,1454,,
836044,34.47,1462,,
836055,34.481,1477,,
836066,34.492,1500,,
836074,34.5,1510,,
836084,34.51,1517,,
836095,34.521,1528,,
836106,34.532,1542,,
836114,34.54,1553,,
836125,34.551,1566,,
836136,34.562,1573,,
836144,34.57,1577,,
836155,34.581,1598,,
836166,34.592,1613,,
836174,34.6,1618,,
836185,34.611,1630,,
836196,34.622,1649,,
836204,34.63,1654,,
836215,34.641,1660,,
836226,34.652,1659,,
836234,34.66,1660,,
836245,34.671,1677,,
836256,34.682,1688,,
836264,34.69,1699,,
836275,34.701,1704,,
836286,34.712,1710,,
836294,34.72,1712,,
836305,34.731,1713,,
836316,34.742,1714,,
836324,34.75,1717,,
836335,34.761,1724,,
836346,34.772,1723,,
836354,34.78,1727,,
836365,34.791,1731,,
836376,34.802,1731,,
836386,34.812,1731,,
836394,34.82,1728,,
836405,34.831,1729,,
836416,34.842,1730,,
836424,34.85,1731,,
836435,34.861,1735,,
836446,34.872,1732,,
836456,34.882,1727,,
836464,34.89,1728,,
836475,34.901,1730,,
836486,34.912,1730,,
836494,34.92,1727,,
836505,34.931,1734,,
